"unique_key","created_date","closed_date","descriptor","incident_address","street_name","cross_street_1","cross_street_2","borough","latitude","longitude"
"58963516","2023-09-29T13:08:00.000","2023-10-05T09:30:00.000","Catch Basin Clogged/Flooding (Use Comments) (SC)","114-83 145 STREET","145 STREET","LINDEN BLVD","115 AVE","QUEENS","40.683411290481324","-73.79826181647503"
"58955850","2023-09-29T13:08:00.000","2023-09-29T13:16:00.000","Catch Basin Clogged/Flooding (Use Comments) (SC)","115 MOWBRAY DRIVE","MOWBRAY DRIVE","AUSTIN ST","KEW GARDENS RD","QUEENS","40.71071938664593","-73.82898329111374"
"58955878","2023-09-29T13:08:00.000","2023-10-03T13:15:00.000","Catch Basin Clogged/Flooding (Use Comments) (SC)","123-02 LIBERTY AVENUE","LIBERTY AVENUE","123 ST","124 ST","QUEENS","40.68757930673857","-73.82068442401649"
"58958983","2023-09-29T13:05:00.000","2023-10-02T09:30:00.000","Catch Basin Clogged/Flooding (Use Comments) (SC)","31-48 71 STREET","71 STREET","31 AVE","32 AVE","QUEENS","40.7573917891453","-73.89613490506643"
"58957483","2023-09-29T12:59:00.000","2023-10-05T12:10:00.000","Catch Basin Clogged/Flooding (Use Comments) (SC)","144-17 JAMAICA AVENUE","JAMAICA AVENUE","144 PL","145 ST","QUEENS","40.702129831176855","-73.81069835187068"
"58957484","2023-09-29T12:59:00.000","2023-10-01T11:40:00.000","Catch Basin Clogged/Flooding (Use Comments) (SC)",,,,,"BROOKLYN","40.63614700611716","-73.99095646711457"
"58955851","2023-09-29T12:59:00.000","2023-09-29T13:18:00.000","Catch Basin Clogged/Flooding (Use Comments) (SC)","145-48 224 STREET","224 STREET","145 RD","146 AVE","QUEENS","40.661787834409395","-73.75575566972064"
"58960488","2023-09-29T12:59:00.000","2023-10-01T10:30:00.000","Catch Basin Clogged/Flooding (Use Comments) (SC)","75 BAY   37 STREET","BAY   37 STREET","86 ST","BENSON AVE","BROOKLYN","40.59747005542556","-73.9900290688094"
"58965156","2023-09-29T12:56:00.000","2023-10-02T13:00:00.000","Catch Basin Clogged/Flooding (Use Comments) (SC)","145-48 224 STREET","224 STREET","145 RD","146 AVE","QUEENS","40.661787834409395","-73.75575566972064"
"58957485","2023-09-29T12:56:00.000","2023-10-01T12:55:00.000","Catch Basin Clogged/Flooding (Use Comments) (SC)","56-21 OCEANIA STREET","OCEANIA STREET","56 AVE","58 AVE","QUEENS","40.74910511972213","-73.76931622615481"
"58966701","2023-09-29T12:53:00.000","2023-09-30T20:50:00.000","Catch Basin Clogged/Flooding (Use Comments) (SC)","766 PUGSLEY AVENUE","PUGSLEY AVENUE","VIRGIL PL","LAFAYETTE AVE","BRONX","40.82179371408222","-73.85498283872815"
"58957486","2023-09-29T12:53:00.000","2023-09-29T19:15:00.000","Catch Basin Clogged/Flooding (Use Comments) (SC)","44 THAYER PLACE","THAYER PLACE","THOLLEN ST","BEND","STATEN ISLAND","40.55475265891214","-74.13086716786397"
"58963519","2023-09-29T12:50:00.000","2023-10-05T11:30:00.000","Catch Basin Clogged/Flooding (Use Comments) (SC)","239-01 147 ROAD","147 ROAD","BROOKVILLE BLVD","240 ST","QUEENS","40.65615349232816","-73.74470811834769"
"58960453","2023-09-29T12:44:00.000","2023-09-29T13:15:00.000","Catch Basin Clogged/Flooding (Use Comments) (SC)","115 MOWBRAY DRIVE","MOWBRAY DRIVE","AUSTIN ST","KEW GARDENS RD","QUEENS","40.71071938664593","-73.82898329111374"
"58955881","2023-09-29T12:44:00.000","2023-10-01T16:20:00.000","Catch Basin Clogged/Flooding (Use Comments) (SC)",,,,,"BROOKLYN","40.66143214257817","-73.91643274170418"
"58957487","2023-09-29T12:41:00.000","2023-10-02T14:00:00.000","Catch Basin Clogged/Flooding (Use Comments) (SC)","115 MOWBRAY DRIVE","MOWBRAY DRIVE","AUSTIN ST","KEW GARDENS RD","QUEENS","40.71071938664593","-73.82898329111374"
"58957488","2023-09-29T12:38:00.000","2023-10-02T13:30:00.000","Catch Basin Clogged/Flooding (Use Comments) (SC)","87-86 115 STREET","115 STREET","JAMAICA AVE","89 AVE","QUEENS","40.69821859009959","-73.83384427663972"
"58960491","2023-09-29T12:32:00.000","2023-10-01T17:20:00.000","Catch Basin Clogged/Flooding (Use Comments) (SC)","555 73 STREET","73 STREET","5 AVE","6 AVE","BROOKLYN","40.63040339720147","-74.02072628186606"
"58965159","2023-09-29T12:26:00.000","2023-09-30T11:30:00.000","Catch Basin Clogged/Flooding (Use Comments) (SC)","5122 SNYDER AVENUE","SNYDER AVENUE","E 51 ST","E 52 ST","BROOKLYN","40.65017869131296","-73.92891224408764"
"58960492","2023-09-29T12:23:00.000","2023-10-02T09:05:00.000","Catch Basin Clogged/Flooding (Use Comments) (SC)",,,,,"QUEENS","40.755658188626136","-73.94567754195117"
"58966702","2023-09-29T12:20:00.000","2023-10-07T11:35:00.000","Catch Basin Clogged/Flooding (Use Comments) (SC)",,,,,"BROOKLYN","40.63913740574683","-74.02019572659799"
"58963520","2023-09-29T12:20:00.000","2023-09-30T12:25:00.000","Catch Basin Clogged/Flooding (Use Comments) (SC)","1 BROOKDALE PLAZA","BROOKDALE PLAZA","ROCKAWAY PKWY","E 98 ST","BROOKLYN","40.65416308008536","-73.9115836876199"
"58960495","2023-09-29T12:11:00.000","2023-09-30T09:20:00.000","Catch Basin Clogged/Flooding (Use Comments) (SC)","101 WEST  130 STREET","WEST  130 STREET","LENOX AVE","ADAM CLAYTON POWELL JR BLVD","MANHATTAN","40.81114475841606","-73.94363094280494"
"58958953","2023-09-29T12:11:00.000","2023-09-29T12:23:00.000","Catch Basin Clogged/Flooding (Use Comments) (SC)","95-02 WALTHAM STREET","WALTHAM STREET","95 AVE","97 AVE","QUEENS","40.69791631990191","-73.8072193709554"
"58960454","2023-09-29T12:11:00.000","2023-09-29T13:05:00.000","Catch Basin Clogged/Flooding (Use Comments) (SC)","16 TONE LANE","TONE LANE","DONLEY AVE","BEND","STATEN ISLAND","40.608735634693716","-74.07870406554633"
"58962026","2023-09-29T12:08:00.000","2023-10-05T09:00:00.000","Catch Basin Clogged/Flooding (Use Comments) (SC)","57-47 COOPER AVENUE","COOPER AVENUE","KNOLLWOOD PARK CEMETERY BDY","CYPRESS AVE","QUEENS","40.69383104627329","-73.89880869111484"
"58962025","2023-09-29T12:08:00.000","2023-09-30T10:25:00.000","Catch Basin Clogged/Flooding (Use Comments) (SC)","281 ARKANSAS DRIVE","ARKANSAS DRIVE","MONTANA PL","KANSAS PL","BROOKLYN","40.606836525678844","-73.90365481125562"
"58958990","2023-09-29T12:05:00.000","2023-10-01T10:20:00.000","Catch Basin Clogged/Flooding (Use Comments) (SC)","2707 WEST   36 STREET","WEST   36 STREET","BAY VIEW AVE","CANAL AVE","BROOKLYN","40.5796018069661","-74.00264596379873"
"58957497","2023-09-29T12:05:00.000","2023-10-01T16:15:00.000","Catch Basin Clogged/Flooding (Use Comments) (SC)","8825 RIDGE BOULEVARD","RIDGE BOULEVARD","88 ST","89 ST","BROOKLYN","40.62245944071876","-74.03440160561676"
"58966709","2023-09-29T12:05:00.000","2023-09-30T09:50:00.000","Catch Basin Clogged/Flooding (Use Comments) (SC)","1107 NOSTRAND AVENUE","NOSTRAND AVENUE","MAPLE ST","MIDWOOD ST","BROOKLYN","40.66067512477372","-73.95061712747254"
"58963526","2023-09-29T12:02:00.000","2023-10-01T16:00:00.000","Catch Basin Clogged/Flooding (Use Comments) (SC)","8901 RIDGE BOULEVARD","RIDGE BOULEVARD","89 ST","90 ST","BROOKLYN","40.621896689345114","-74.03463185843027"
"58963527","2023-09-29T12:02:00.000","2023-10-01T12:35:00.000","Catch Basin Clogged/Flooding (Use Comments) (SC)","1460 WEST    5 STREET","WEST    5 STREET","65 ST","AVENUE O","BROOKLYN","40.61156865050691","-73.97934799766453"
"58963528","2023-09-29T11:59:00.000","2023-10-02T12:10:00.000","Catch Basin Clogged/Flooding (Use Comments) (SC)",,,,,"QUEENS","40.743785032050745","-73.86590694237593"
"58960496","2023-09-29T11:59:00.000","2023-09-30T19:30:00.000","Catch Basin Clogged/Flooding (Use Comments) (SC)","1253 VIRGINIA AVENUE","VIRGINIA AVENUE","ELLIS AVE","NEWBOLD AVE","BRONX","40.83193482387037","-73.86116530050396"
"58963529","2023-09-29T11:59:00.000","2023-09-30T10:45:00.000","Catch Basin Clogged/Flooding (Use Comments) (SC)",,,,,"BROOKLYN","40.61472012530515","-73.92252791365115"
"58955888","2023-09-29T11:59:00.000","2023-09-29T20:40:00.000","Catch Basin Clogged/Flooding (Use Comments) (SC)","172 BEMENT COURT","BEMENT COURT","OAKLAND AVE","BEMENT AVE","STATEN ISLAND","40.6395015684565","-74.11228239670659"
"58961994","2023-09-29T11:56:00.000","2023-09-29T12:07:00.000","Catch Basin Clogged/Flooding (Use Comments) (SC)","558 MORRIS PARK AVENUE","MORRIS PARK AVENUE","MELVILLE ST","TAYLOR AVE","BRONX","40.84329254044027","-73.87069037805034"
"58957498","2023-09-29T11:56:00.000","2023-10-02T12:50:00.000","Catch Basin Clogged/Flooding (Use Comments) (SC)","45-35 39 STREET","39 STREET","QUEENS BLVD","47 AVE","QUEENS","40.743139612640434","-73.92631938291645"
"58965162","2023-09-29T11:56:00.000","2023-10-05T09:20:00.000","Catch Basin Clogged/Flooding (Use Comments) (SC)","114-79 145 STREET","145 STREET","LINDEN BLVD","115 AVE","QUEENS","40.683452499878406","-73.7982833252052"
"58957499","2023-09-29T11:53:00.000","2023-10-03T09:49:00.000","Catch Basin Clogged/Flooding (Use Comments) (SC)","64 SUNKEN GARDEN LOOP","SUNKEN GARDEN LOOP","CHARLES GAY LOOP","CHARLES GAY LOOP","MANHATTAN","40.78549412925795","-73.93139664078882"
"58963530","2023-09-29T11:53:00.000","2023-10-01T13:35:00.000","Catch Basin Clogged/Flooding (Use Comments) (SC)","855 4 AVENUE","4 AVENUE","31 ST","32 ST","BROOKLYN","40.65687321223389","-74.00174079022206"
"58965163","2023-09-29T11:50:00.000","2023-10-06T11:40:00.000","Catch Basin Clogged/Flooding (Use Comments) (SC)","59-21 BORDEN AVENUE","BORDEN AVENUE","LIE WB ENTRANCE MAURICE AVE","MAURICE AVE","QUEENS","40.72779055438561","-73.90683534268373"
"58965164","2023-09-29T11:47:00.000","2023-10-05T08:25:00.000","Catch Basin Clogged/Flooding (Use Comments) (SC)",,,,,"QUEENS","40.756609394093246","-73.89597730618803"
"58958991","2023-09-29T11:44:00.000","2023-10-02T08:05:00.000","Catch Basin Clogged/Flooding (Use Comments) (SC)","184 OLD MILL ROAD","OLD MILL ROAD","FOUNTAIN AVE","CRESCENT ST","BROOKLYN","40.661767726457946","-73.86751357035743"
"58955889","2023-09-29T11:41:00.000","2023-10-01T14:00:00.000","Catch Basin Clogged/Flooding (Use Comments) (SC)","8840 16 AVENUE","16 AVENUE","BATH AVE","CROPSEY AVE","BROOKLYN","40.605405049952886","-74.01218694166899"
"58962027","2023-09-29T11:35:00.000","2023-09-30T10:45:00.000","Catch Basin Clogged/Flooding (Use Comments) (SC)","72 EAST   39 STREET","EAST   39 STREET","CLARKSON AVE","LENOX RD","BROOKLYN","40.65571649360002","-73.94144846854563"
"58957500","2023-09-29T11:32:00.000","2023-10-01T09:05:00.000","Catch Basin Clogged/Flooding (Use Comments) (SC)","2721 AVENUE N","AVENUE N","E 27 ST","E 28 ST","BROOKLYN","40.61693837869797","-73.94764544535161"
"58958954","2023-09-29T11:32:00.000","2023-09-29T11:56:00.000","Catch Basin Clogged/Flooding (Use Comments) (SC)","3163 BAISLEY AVENUE","BAISLEY AVENUE","ELLSWORTH AVE","THROGMORTON AVE","BRONX","40.83719054007309","-73.82280006779945"
"58963533","2023-09-29T11:29:00.000","2023-09-30T12:45:00.000","Catch Basin Clogged/Flooding (Use Comments) (SC)","2806 EAST   23 STREET","EAST   23 STREET","SHORE PKWY","EMMONS AVE","BROOKLYN","40.584443949160274","-73.94441992714825"
"58958955","2023-09-29T11:29:00.000","2023-09-30T19:05:00.000","Catch Basin Clogged/Flooding (Use Comments) (SC)",,,,,"BRONX","40.84609026352542","-73.81664637176075"
"58963482","2023-09-29T11:29:00.000","2023-09-29T17:00:00.000","Catch Basin Clogged/Flooding (Use Comments) (SC)",,,,,"STATEN ISLAND","40.55900624540367","-74.1340028961997"
"58965165","2023-09-29T11:29:00.000","2023-09-30T19:30:00.000","Catch Basin Clogged/Flooding (Use Comments) (SC)",,,,,"BRONX","40.84607078048273","-73.81647654964051"
"58955853","2023-09-29T11:26:00.000","2023-10-02T14:10:00.000","Catch Basin Clogged/Flooding (Use Comments) (SC)","88-31 COMMONWEALTH BOULEVARD","COMMONWEALTH BOULEVARD","88 RD","88 DR","QUEENS","40.728240636301614","-73.71918679923289"
"58966678","2023-09-29T11:26:00.000","2023-10-02T08:50:00.000","Catch Basin Clogged/Flooding (Use Comments) (SC)","10-44 46 ROAD","46 ROAD","VERNON BLVD","11 ST","QUEENS","40.745966484689106","-73.95184951563508"
"58960449","2023-09-29T11:23:00.000","2023-09-29T11:53:00.000","Catch Basin Clogged/Flooding (Use Comments) (SC)","65-20 ALMEDA AVENUE","ALMEDA AVENUE","BEACH 65 ST","BEACH 66 ST","QUEENS","40.59710080384731","-73.7948928791738"
"58955854","2023-09-29T11:20:00.000","2023-09-29T11:20:00.000","Catch Basin Clogged/Flooding (Use Comments) (SC)","744A WILLOUGHBY AVENUE","WILLOUGHBY AVENUE","MARCUS GARVEY BLVD","LEWIS AVE","BROOKLYN","40.69502320902452","-73.93911320457529"
"58957454","2023-09-29T11:20:00.000","2023-10-01T12:25:00.000","Catch Basin Clogged/Flooding (Use Comments) (SC)","245-09 63 AVENUE","63 AVENUE","DEAD END","62 AVE","QUEENS","40.75500279674092","-73.73098154733084"
"58958956","2023-09-29T11:20:00.000","2023-10-05T14:10:00.000","Catch Basin Clogged/Flooding (Use Comments) (SC)","177-10 110 AVENUE","110 AVENUE","177 ST","178 ST","QUEENS","40.698331595637754","-73.77726003859911"
"58961995","2023-09-29T11:17:00.000","2023-09-30T21:35:00.000","Catch Basin Clogged/Flooding (Use Comments) (SC)","1501 CROSBY AVENUE","CROSBY AVENUE","DUDLEY AVE","MERRY AVE","BRONX","40.842279200041226","-73.83006907046104"
"58966679","2023-09-29T11:17:00.000","2023-10-05T13:30:00.000","Catch Basin Clogged/Flooding (Use Comments) (SC)","109-01 169 PLACE","169 PLACE","109 AVE","109 RD","QUEENS","40.69655087000081","-73.78480671237976"
"58955855","2023-09-29T11:17:00.000","2023-10-07T12:00:00.000","Catch Basin Clogged/Flooding (Use Comments) (SC)","243-31 144 AVENUE","144 AVENUE","243 ST","249 ST","QUEENS","40.660192014743636","-73.73900865727573"
"58958957","2023-09-29T11:14:00.000","2023-09-30T07:50:00.000","Catch Basin Clogged/Flooding (Use Comments) (SC)","637 DRIGGS AVENUE","DRIGGS AVENUE","N 4 ST","METROPOLITAN AVE","BROOKLYN","40.715076859989054","-73.95852724062941"
"58957455","2023-09-29T11:14:00.000","2023-09-30T08:10:00.000","Catch Basin Clogged/Flooding (Use Comments) (SC)","744 WILLOUGHBY AVENUE","WILLOUGHBY AVENUE","MARCUS GARVEY BLVD","LEWIS AVE","BROOKLYN","40.69502320902452","-73.93911320457529"
"58965121","2023-09-29T11:14:00.000","2023-10-02T11:50:00.000","Catch Basin Clogged/Flooding (Use Comments) (SC)","97-53 CORONA AVENUE","CORONA AVENUE","46 AVE","97 PL","QUEENS","40.74404294999453","-73.86583063761486"
"58955857","2023-09-29T11:11:00.000","2023-10-03T09:05:00.000","Catch Basin Clogged/Flooding (Use Comments) (SC)","141-58 CENTER DRIVE","CENTER DRIVE","SOUTH DR","MALBA DR","QUEENS","40.79049279999279","-73.82709548150588"
"58958960","2023-09-29T11:05:00.000","2023-09-29T20:00:00.000","Catch Basin Clogged/Flooding (Use Comments) (SC)","116 BAYVIEW AVENUE","BAYVIEW AVENUE","FLORENCE PL","EXCELSIOR AVE","STATEN ISLAND","40.52250795108008","-74.20497535983642"
"58966680","2023-09-29T10:59:00.000","2023-10-02T01:10:00.000","Catch Basin Clogged/Flooding (Use Comments) (SC)","157-05 91 STREET","91 STREET","157 AVE","158 AVE","QUEENS","40.66195307798176","-73.84253110613462"
"58960458","2023-09-29T10:59:00.000","2023-10-01T13:40:00.000","Catch Basin Clogged/Flooding (Use Comments) (SC)","61-21 97 PLACE","97 PLACE","HORACE HARDING EXPY SR S","62 DR","QUEENS","40.73425008106287","-73.8615456421171"
"58958961","2023-09-29T10:59:00.000","2023-10-05T11:30:00.000","Catch Basin Clogged/Flooding (Use Comments) (SC)","239-01 147 ROAD","147 ROAD","BROOKVILLE BLVD","240 ST","QUEENS","40.65615349232816","-73.74470811834769"
"58961997","2023-09-29T10:59:00.000","2023-10-02T08:35:00.000","Catch Basin Clogged/Flooding (Use Comments) (SC)","61-80 WOODHAVEN BOULEVARD","WOODHAVEN BOULEVARD","DRY HARBOR RD","62 AVE","QUEENS","40.727374245770534","-73.87080707191431"
"58963487","2023-09-29T10:59:00.000","2023-10-01T11:25:00.000","Catch Basin Clogged/Flooding (Use Comments) (SC)","167-18 JEWEL AVENUE","JEWEL AVENUE","167 ST","168 ST","QUEENS","40.73154735825557","-73.80201290847678"
"58958962","2023-09-29T10:56:00.000","2023-10-05T11:30:00.000","Catch Basin Clogged/Flooding (Use Comments) (SC)","147-01 BROOKVILLE BOULEVARD","BROOKVILLE BOULEVARD","147 AVE","147 RD","QUEENS","40.657268588091135","-73.74502822518433"
"58963488","2023-09-29T10:56:00.000","2023-09-30T07:30:00.000","Catch Basin Clogged/Flooding (Use Comments) (SC)",,,,,"BROOKLYN","40.71657324705766","-73.95268601109437"
"58966681","2023-09-29T10:56:00.000","2023-09-30T07:35:00.000","Catch Basin Clogged/Flooding (Use Comments) (SC)",,,,,"BROOKLYN","40.71544205586086","-73.95184270867304"
"58957456","2023-09-29T10:53:00.000","2023-10-03T11:00:00.000","Catch Basin Clogged/Flooding (Use Comments) (SC)","123-08 LIBERTY AVENUE","LIBERTY AVENUE","123 ST","124 ST","QUEENS","40.687590246464644","-73.82065915407887"
"58958964","2023-09-29T10:53:00.000","2023-09-29T10:53:00.000","Catch Basin Clogged/Flooding (Use Comments) (SC)",,,,,"BROOKLYN","40.71791023637868","-73.95339933146677"
"58963490","2023-09-29T10:50:00.000","2023-10-02T08:35:00.000","Catch Basin Clogged/Flooding (Use Comments) (SC)","46-20 11 STREET","11 STREET","46 AVE","46 RD","QUEENS","40.7459631538009","-73.95046729374867"
"58963489","2023-09-29T10:50:00.000","2023-09-30T07:15:00.000","Catch Basin Clogged/Flooding (Use Comments) (SC)",,,,,"BROOKLYN","40.71879913406617","-73.95241026323234"
"58955858","2023-09-29T10:50:00.000","2023-09-30T07:25:00.000","Catch Basin Clogged/Flooding (Use Comments) (SC)",,,,,"BROOKLYN","40.71979865985743","-73.95347016154248"
"58960461","2023-09-29T10:47:00.000","2023-10-07T10:00:00.000","Catch Basin Clogged/Flooding (Use Comments) (SC)","120-26 171 STREET","171 STREET","120 AVE","BAISLEY BLVD","QUEENS","40.68255333620419","-73.77379375294427"
"58960460","2023-09-29T10:47:00.000","2023-09-29T10:47:00.000","Catch Basin Clogged/Flooding (Use Comments) (SC)","435 GRAHAM AVENUE","GRAHAM AVENUE","FROST ST","RICHARDSON ST","BROOKLYN","40.718126104632574","-73.94498664576122"
"58966684","2023-09-29T10:47:00.000","2023-10-02T09:55:00.000","Catch Basin Clogged/Flooding (Use Comments) (SC)",,,,,"QUEENS","40.76052043222291","-73.87377856558241"
"58955859","2023-09-29T10:47:00.000","2023-09-30T10:05:00.000","Catch Basin Clogged/Flooding (Use Comments) (SC)","1565 EAST   57 STREET","EAST   57 STREET","AVENUE O","FILLMORE AVE","BROOKLYN","40.61652159618632","-73.91981716150596"
"58963491","2023-09-29T10:44:00.000","2023-10-01T10:00:00.000","Catch Basin Clogged/Flooding (Use Comments) (SC)","67-16 43 AVENUE","43 AVENUE","DEAD END","68 ST","QUEENS","40.741895670202894","-73.89695659026694"
"58957457","2023-09-29T10:44:00.000","2023-10-02T10:20:00.000","Catch Basin Clogged/Flooding (Use Comments) (SC)","140-35 169 STREET","169 STREET","140 AVE","144 AVE","QUEENS","40.67061066125496","-73.77095756675428"
"58957458","2023-09-29T10:44:00.000","2023-09-30T14:15:00.000","Catch Basin Clogged/Flooding (Use Comments) (SC)","62 GRAND STREET","GRAND STREET","W BROADWAY","WOOSTER ST","MANHATTAN","40.72219595325386","-74.00336233271216"
"58961999","2023-09-29T10:41:00.000","2023-10-03T13:30:00.000","Catch Basin Clogged/Flooding (Use Comments) (SC)","48-04 69 STREET","69 STREET","48 AVE","49 AVE","QUEENS","40.738227743629324","-73.89591579092807"
"58963492","2023-09-29T10:38:00.000","2023-10-01T09:20:00.000","Catch Basin Clogged/Flooding (Use Comments) (SC)",,,,,"QUEENS","40.753283878026764","-73.9069079685542"
"58957459","2023-09-29T10:35:00.000","2023-09-30T06:50:00.000","Catch Basin Clogged/Flooding (Use Comments) (SC)","285 MANHATTAN AVENUE","MANHATTAN AVENUE","AINSLIE ST","DEVOE ST","BROOKLYN","40.71347692871225","-73.94593556464548"
"58965125","2023-09-29T10:32:00.000","2023-09-30T12:15:00.000","Catch Basin Clogged/Flooding (Use Comments) (SC)","510 5 AVENUE","5 AVENUE","E 42 ST","E 43 ST","MANHATTAN","40.753973100176744","-73.98053825462506"
"58966687","2023-09-29T10:32:00.000","2023-09-30T10:05:00.000","Catch Basin Clogged/Flooding (Use Comments) (SC)","17 BATTERY PLACE","BATTERY PLACE","WASHINGTON ST","BEND","MANHATTAN","40.70488368980268","-74.01592725890914"
"58957460","2023-09-29T10:32:00.000","2023-09-29T17:45:00.000","Catch Basin Clogged/Flooding (Use Comments) (SC)","191 SPRATT AVENUE","SPRATT AVENUE","THOLLEN ST","BLOCK ST","STATEN ISLAND","40.555557190075696","-74.13060244292102"
"58965423","2023-09-29T10:32:00.000","2023-10-04T08:50:00.000","Catch Basin Clogged/Flooding (Use Comments) (SC)",,,,,"QUEENS","40.78264454046156","-73.80413586292885"
