"unique_key","created_date","closed_date","descriptor","incident_address","street_name","cross_street_1","cross_street_2","borough","latitude","longitude"
"58111888","2023-07-05T09:14:00.000","2023-07-05T15:10:00.000","Catch Basin Clogged/Flooding (Use Comments) (SC)","2423 AVENUE J","AVENUE J","E 24 ST","BEDFORD AVE","BROOKLYN","40.62619034660575","-73.95228536668536"
"58118570","2023-07-05T09:08:00.000","2023-07-13T09:55:00.000","Catch Basin Clogged/Flooding (Use Comments) (SC)","115-59 220 STREET","220 STREET","115 RD","116 AVE","QUEENS","40.69822264849443","-73.73851717321357"
"58117162","2023-07-05T08:05:00.000","2023-07-05T15:40:00.000","Catch Basin Clogged/Flooding (Use Comments) (SC)","69 STRATFORD ROAD","STRATFORD ROAD","CATON AVE","CHURCH AVE","BROOKLYN","40.64738592468482","-73.96937293449162"
"58121450","2023-07-05T08:02:00.000","2023-07-12T08:45:00.000","Catch Basin Clogged/Flooding (Use Comments) (SC)",,,,,"QUEENS","40.57637928578411","-73.86005140772743"
"58121331","2023-07-05T07:47:00.000","2023-07-05T07:47:00.000","Catch Basin Clogged/Flooding (Use Comments) (SC)","10 QUINCY STREET","QUINCY STREET","DOWNING ST","CLASSON AVE","BROOKLYN","40.68578550011842","-73.96077377083515"
"58115458","2023-07-05T07:32:00.000","2023-07-05T15:20:00.000","Catch Basin Clogged/Flooding (Use Comments) (SC)","688 EAST   22 STREET","EAST   22 STREET","FOSTER AVE","FARRAGUT RD","BROOKLYN","40.63576302302897","-73.95630305175997"
"58122970","2023-07-05T07:05:00.000","2023-07-06T13:30:00.000","Catch Basin Clogged/Flooding (Use Comments) (SC)","10104 4 AVENUE","4 AVENUE","101 ST","101 ST","BROOKLYN","40.61217475312821","-74.03423062703807"
"58122969","2023-07-05T06:53:00.000","2023-07-05T07:05:00.000","Catch Basin Clogged/Flooding (Use Comments) (SC)","12 POST COURT","POST COURT","MADOC AVE","JUST CT","BROOKLYN","40.58613415855308","-73.92418841286326"
"58095657","2023-07-04T23:05:00.000","2023-07-05T08:35:00.000","Catch Basin Clogged/Flooding (Use Comments) (SC)","2003 COYLE STREET","COYLE STREET","AVENUE T","AVENUE U","BROOKLYN","40.60309133141031","-73.93754408330838"
"58092806","2023-07-04T22:02:00.000","2023-07-05T17:05:00.000","Catch Basin Clogged/Flooding (Use Comments) (SC)","1301 DAHILL ROAD","DAHILL ROAD","AVENUE M","23 AVE","BROOKLYN","40.61628344247798","-73.9754636594056"
"58090115","2023-07-04T20:56:00.000","2023-07-05T12:05:00.000","Catch Basin Clogged/Flooding (Use Comments) (SC)","80 BAY   50 STREET","BAY   50 STREET","W 16 ST","PRIVATE CATANZARO SQ","BROOKLYN","40.586935033893944","-73.98550860707033"
"58097715","2023-07-04T19:32:00.000","2023-07-09T12:45:00.000","Catch Basin Clogged/Flooding (Use Comments) (SC)","1540 TOMLINSON AVENUE","TOMLINSON AVENUE","SACKETT AVE","PIERCE AVE","BRONX","40.84551108883122","-73.84879397464866"
"58091164","2023-07-04T18:44:00.000","2023-07-05T16:25:00.000","Catch Basin Clogged/Flooding (Use Comments) (SC)","5209 FORT HAMILTON PARKWAY","FORT HAMILTON PARKWAY","52 ST","53 ST","BROOKLYN","40.636828068916635","-73.99994955746917"
"58091219","2023-07-04T16:38:00.000","2023-07-06T11:10:00.000","Catch Basin Clogged/Flooding (Use Comments) (SC)","2 BAYARD STREET","BAYARD STREET","ROEBLING ST","LORIMER ST","BROOKLYN","40.71882914967173","-73.95198456017273"
"58091218","2023-07-04T16:17:00.000","2023-07-06T09:30:00.000","Catch Basin Clogged/Flooding (Use Comments) (SC)","823 HYLAN BOULEVARD","HYLAN BOULEVARD","FINGERBOARD RD","BEND","STATEN ISLAND","40.60024205239186","-74.07213651433914"
"58092788","2023-07-04T15:38:00.000","2023-07-05T05:45:00.000","Catch Basin Clogged/Flooding (Use Comments) (SC)",,,,,"BROOKLYN","40.57453206859375","-74.00518713528935"
"58099094","2023-07-04T15:17:00.000","2023-07-06T10:00:00.000","Catch Basin Clogged/Flooding (Use Comments) (SC)","1336 BAY STREET","BAY STREET","ANCHOR PL","HOPE AVE","STATEN ISLAND","40.610929723375804","-74.06381386540922"
"58092444","2023-07-04T15:17:00.000","2023-07-05T11:00:00.000","Catch Basin Clogged/Flooding (Use Comments) (SC)","84-53 DANA COURT","DANA COURT","84 PL","WOODHAVEN BLVD","QUEENS","40.723054310706374","-73.86866164725193"
"58099546","2023-07-04T14:59:00.000","2023-07-05T08:55:00.000","Catch Basin Clogged/Flooding (Use Comments) (SC)","2615 AVENUE W","AVENUE W","E 26 ST","E 27 ST","BROOKLYN","40.59553576729139","-73.94458353351725"
"58097613","2023-07-04T14:59:00.000","2023-07-05T10:10:00.000","Catch Basin Clogged/Flooding (Use Comments) (SC)","2689 CONEY ISLAND AVENUE","CONEY ISLAND AVENUE","AVENUE X","DESMOND CT","BROOKLYN","40.59106012688618","-73.96062778256642"
"58101071","2023-07-04T14:53:00.000","2023-07-05T10:25:00.000","Catch Basin Clogged/Flooding (Use Comments) (SC)",,,,,"BROOKLYN","40.590749612422236","-73.9683727530283"
"58101070","2023-07-04T14:44:00.000","2023-07-04T14:44:00.000","Catch Basin Clogged/Flooding (Use Comments) (SC)",,,,,"BROOKLYN","40.665534958368255","-73.93698457735134"
"58100867","2023-07-04T14:41:00.000","2023-07-04T22:15:00.000","Catch Basin Clogged/Flooding (Use Comments) (SC)",,,,,"BROOKLYN","40.636935115458016","-73.99980903868415"
"58092443","2023-07-04T14:20:00.000","2023-07-05T09:45:00.000","Catch Basin Clogged/Flooding (Use Comments) (SC)","339 HARBOR ROAD","HARBOR ROAD","BREEZY CT","FOREST AVE","STATEN ISLAND","40.62769950040764","-74.16043583331368"
"58097438","2023-07-04T14:11:00.000","2023-07-05T08:20:00.000","Catch Basin Clogged/Flooding (Use Comments) (SC)","2432 BRAGG STREET","BRAGG STREET","AVENUE X","AVENUE Y","BROOKLYN","40.59362299828464","-73.93480199862617"
"58101069","2023-07-04T14:11:00.000","2023-07-05T10:00:00.000","Catch Basin Clogged/Flooding (Use Comments) (SC)",,,,,"BROOKLYN","40.67839443105709","-74.0116811189583"
"58092442","2023-07-04T13:53:00.000","2023-07-05T08:10:00.000","Catch Basin Clogged/Flooding (Use Comments) (SC)","12 POST COURT","POST COURT","MADOC AVE","JUST CT","BROOKLYN","40.58613415855308","-73.92418841286326"
"58092828","2023-07-04T13:47:00.000","2023-07-04T14:05:00.000","Catch Basin Clogged/Flooding (Use Comments) (SC)","2795 STRICKLAND AVENUE","STRICKLAND AVENUE","NATIONAL DR","BEND","BROOKLYN","40.60833841918082","-73.91469484973855"
"58094388","2023-07-04T13:38:00.000","2023-07-05T13:05:00.000","Catch Basin Clogged/Flooding (Use Comments) (SC)","7314 21 AVENUE","21 AVENUE","73 ST","74 ST","BROOKLYN","40.610540633696665","-73.9885108349264"
"58095160","2023-07-04T13:32:00.000","2023-07-07T08:35:00.000","Catch Basin Clogged/Flooding (Use Comments) (SC)","2068 BATCHELDER STREET","BATCHELDER STREET","AVENUE T","AVENUE U","BROOKLYN","40.601497489355","-73.93919489279112"
"58095163","2023-07-04T13:20:00.000","2023-07-04T13:20:00.000","Catch Basin Clogged/Flooding (Use Comments) (SC)","122 29 STREET","29 STREET","3 AVE","4 AVE","BROOKLYN","40.65914863353852","-74.00184537266078"
"58092338","2023-07-04T13:20:00.000","2023-07-05T09:40:00.000","Catch Basin Clogged/Flooding (Use Comments) (SC)",,,,,"BROOKLYN","40.68280562652516","-73.96366354716633"
"58093583","2023-07-04T13:17:00.000","2023-07-05T13:00:00.000","Catch Basin Clogged/Flooding (Use Comments) (SC)","815 3 AVENUE","3 AVENUE","28 ST","29 ST","BROOKLYN","40.659711309880024","-74.00205443611132"
"58093959","2023-07-04T13:14:00.000","2023-07-05T11:45:00.000","Catch Basin Clogged/Flooding (Use Comments) (SC)","122 29 STREET","29 STREET","3 AVE","4 AVE","BROOKLYN","40.65914863353852","-74.00184537266078"
"58095128","2023-07-04T13:08:00.000","2023-07-05T12:20:00.000","Catch Basin Clogged/Flooding (Use Comments) (SC)","2573 WEST   15 STREET","WEST   15 STREET","W 15 PL","AVENUE Z","BROOKLYN","40.58518640550157","-73.98407248602386"
"58095125","2023-07-04T13:05:00.000","2023-07-05T13:40:00.000","Catch Basin Clogged/Flooding (Use Comments) (SC)","21S T AVENUE","T AVENUE","STILLWELL AVE","LAURA GILLY WAY","BROOKLYN","40.598023919594276","-73.98470679084264"
"58092014","2023-07-04T13:02:00.000","2023-07-05T09:45:00.000","Catch Basin Clogged/Flooding (Use Comments) (SC)",,,,,"BROOKLYN","40.592003039649214","-73.95700500319627"
"58095319","2023-07-04T12:59:00.000","2023-07-05T09:30:00.000","Catch Basin Clogged/Flooding (Use Comments) (SC)","2280 EAST   18 STREET","EAST   18 STREET","GRAVESEND NECK RD","AVENUE W","BROOKLYN","40.595190852601704","-73.9528152298616"
"58088740","2023-07-04T12:56:00.000","2023-07-05T14:40:00.000","Catch Basin Clogged/Flooding (Use Comments) (SC)","3602 AVENUE P","AVENUE P","E 36 ST","E 37 ST","BROOKLYN","40.61634920319986","-73.93848979300208"
"58094764","2023-07-04T12:53:00.000","2023-07-05T07:35:00.000","Catch Basin Clogged/Flooding (Use Comments) (SC)","2795 STRICKLAND AVENUE","STRICKLAND AVENUE","NATIONAL DR","BEND","BROOKLYN","40.60833841918082","-73.91469484973855"
"58096544","2023-07-04T12:50:00.000","2023-07-05T10:45:00.000","Catch Basin Clogged/Flooding (Use Comments) (SC)","2671 HARWAY AVENUE","HARWAY AVENUE","BAY 44 ST","27 AVE","BROOKLYN","40.59034990966863","-73.9885575150997"
"58092345","2023-07-04T12:47:00.000","2023-07-05T15:50:00.000","Catch Basin Clogged/Flooding (Use Comments) (SC)","70 EAST   10 STREET","EAST   10 STREET","CATON AVE","CHURCH AVE","BROOKLYN","40.64699094754839","-73.97041094883647"
"58096451","2023-07-04T12:47:00.000","2023-07-05T12:45:00.000","Catch Basin Clogged/Flooding (Use Comments) (SC)","7824 15 AVENUE","15 AVENUE","78 ST","79 ST","BROOKLYN","40.6157479726531","-74.00500664113541"
"58093971","2023-07-04T12:41:00.000","2023-07-05T10:35:00.000","Catch Basin Clogged/Flooding (Use Comments) (SC)","380 HAWTHORNE STREET","HAWTHORNE STREET","NOSTRAND AVE","NEW YORK AVE","BROOKLYN","40.65798136900852","-73.94806015303472"
"58088773","2023-07-04T12:41:00.000","2023-07-05T15:55:00.000","Catch Basin Clogged/Flooding (Use Comments) (SC)","907 CHURCH AVENUE","CHURCH AVENUE","CONEY ISLAND AVE","E 10 ST","BROOKLYN","40.646428352614514","-73.97074632908873"
"58096505","2023-07-04T12:35:00.000","2023-07-12T09:15:00.000","Catch Basin Clogged/Flooding (Use Comments) (SC)",,,,,"STATEN ISLAND","40.62949524223407","-74.15798674688926"
"58092358","2023-07-04T12:35:00.000","2023-07-07T08:20:00.000","Catch Basin Clogged/Flooding (Use Comments) (SC)","2383 STUART STREET","STUART STREET","AVENUE V","WHITNEY AVE","BROOKLYN","40.59922285127222","-73.93089663705045"
"58097097","2023-07-04T12:32:00.000","2023-07-04T16:05:00.000","Catch Basin Clogged/Flooding (Use Comments) (SC)","1877 WEST   11 STREET","WEST   11 STREET","HIGHLAWN AVE","AVENUE S","BROOKLYN","40.60134766119815","-73.98321516448412"
"58088880","2023-07-04T12:32:00.000","2023-07-04T14:25:00.000","Catch Basin Clogged/Flooding (Use Comments) (SC)",,,,,"BROOKLYN","40.59768254573046","-73.9668498784211"
"58090801","2023-07-04T12:26:00.000","2023-07-05T09:55:00.000","Catch Basin Clogged/Flooding (Use Comments) (SC)","574 TROY AVENUE","TROY AVENUE","FENIMORE ST","HAWTHORNE ST","BROOKLYN","40.65937020615396","-73.93702644336537"
"58095344","2023-07-04T12:26:00.000","2023-07-04T15:40:00.000","Catch Basin Clogged/Flooding (Use Comments) (SC)","2501 WEST    2 STREET","WEST    2 STREET","AVENUE Y","AVENUE Z","BROOKLYN","40.587904098322106","-73.9716036581244"
"58092397","2023-07-04T12:23:00.000",,"Catch Basin Clogged/Flooding (Use Comments) (SC)","184 32 STREET","32 STREET","4 AVE","5 AVE","BROOKLYN","40.65605252873038","-74.00128665520519"
"58100571","2023-07-04T12:23:00.000","2023-07-05T10:35:00.000","Catch Basin Clogged/Flooding (Use Comments) (SC)","222 BROOKLYN AVENUE","BROOKLYN AVENUE","PARK PL","STERLING PL","BROOKLYN","40.67236244781116","-73.94471076231434"
"58098413","2023-07-04T12:23:00.000","2023-07-10T08:50:00.000","Catch Basin Clogged/Flooding (Use Comments) (SC)","24 TREADWELL AVENUE","TREADWELL AVENUE","RICHMOND TER","STATEN ISLAND RAILWAY LINE","STATEN ISLAND","40.639355907310005","-74.13770617619288"
"58088749","2023-07-04T12:14:00.000","2023-07-04T18:15:00.000","Catch Basin Clogged/Flooding (Use Comments) (SC)","5000 14 AVENUE","14 AVENUE","50 ST","51 ST","BROOKLYN","40.63305634612914","-73.99059299967716"
"58099911","2023-07-04T12:11:00.000","2023-07-05T11:10:00.000","Catch Basin Clogged/Flooding (Use Comments) (SC)","321 VANDERBILT STREET","VANDERBILT STREET","20 ST","E 4 ST","BROOKLYN","40.65264698635559","-73.97844151645083"
"58099271","2023-07-04T11:44:00.000","2023-07-04T13:10:00.000","Catch Basin Clogged/Flooding (Use Comments) (SC)","7 WINANT STREET","WINANT STREET","RICHMOND TER","LA SALLE ST","STATEN ISLAND","40.63729236727284","-74.14616192085636"
"58096478","2023-07-04T11:26:00.000","2023-07-04T11:55:00.000","Catch Basin Clogged/Flooding (Use Comments) (SC)","203 JAVA STREET","JAVA STREET","MANHATTAN AVE","MC GUINNESS BLVD","BROOKLYN","40.731801137520414","-73.95262107608296"
"58100218","2023-07-04T11:14:00.000","2023-07-08T10:15:00.000","Catch Basin Clogged/Flooding (Use Comments) (SC)","72-54 CALAMUS AVENUE","CALAMUS AVENUE","72 PL","74 ST","QUEENS","40.73453365228027","-73.89037556762669"
"58093973","2023-07-04T11:05:00.000","2023-07-04T12:10:00.000","Catch Basin Clogged/Flooding (Use Comments) (SC)","2380 EAST   12 STREET","EAST   12 STREET","CRAWFORD AVE","AVENUE X","BROOKLYN","40.5920422164246","-73.9590573324132"
"58098867","2023-07-04T10:50:00.000","2023-07-07T10:15:00.000","Catch Basin Clogged/Flooding (Use Comments) (SC)",,,,,"QUEENS","40.79355971792293","-73.81031196806673"
"58098780","2023-07-04T09:50:00.000","2023-07-05T12:00:00.000","Catch Basin Clogged/Flooding (Use Comments) (SC)","45 SIGNAL HILL ROAD","SIGNAL HILL ROAD","NESMYTHE TER","BEND","STATEN ISLAND","40.61863969004717","-74.08885553600618"
"58096993","2023-07-04T09:29:00.000","2023-07-07T07:30:00.000","Catch Basin Clogged/Flooding (Use Comments) (SC)","1689 EAST   52 STREET","EAST   52 STREET","AVENUE N","AVENUE O","BROOKLYN","40.618116963314286","-73.92482926994002"
"58094754","2023-07-04T07:56:00.000","2023-07-05T14:45:00.000","Catch Basin Clogged/Flooding (Use Comments) (SC)",,,,,"BROOKLYN","40.63120087805252","-74.03672627260838"
"58100857","2023-07-04T07:11:00.000","2023-07-04T10:00:00.000","Catch Basin Clogged/Flooding (Use Comments) (SC)","1185 EAST   59 STREET","EAST   59 STREET","AVENUE K","AVENUE L","BROOKLYN","40.624661944474","-73.9188095220544"
"58080927","2023-07-03T17:59:00.000","2023-07-04T08:45:00.000","Catch Basin Clogged/Flooding (Use Comments) (SC)","240 NORTH HENRY STREET","NORTH HENRY STREET","NASSAU AVE","NORMAN AVE","BROOKLYN","40.72729303393052","-73.94381732481432"
"58078419","2023-07-03T16:50:00.000","2023-07-04T10:25:00.000","Catch Basin Clogged/Flooding (Use Comments) (SC)",,,,,"BROOKLYN","40.631581792884546","-73.94754388879824"
"58082282","2023-07-03T16:35:00.000","2023-07-04T09:05:00.000","Catch Basin Clogged/Flooding (Use Comments) (SC)",,,,,"BROOKLYN","40.72551795227735","-73.9454315229567"
"58084899","2023-07-03T13:59:00.000","2023-07-04T10:50:00.000","Catch Basin Clogged/Flooding (Use Comments) (SC)","114-43 116 STREET","116 STREET","LINDEN BLVD","ROCKAWAY BLVD","QUEENS","40.677410291055494","-73.82270546279157"
"58078414","2023-07-03T13:38:00.000","2023-07-04T08:25:00.000","Catch Basin Clogged/Flooding (Use Comments) (SC)","100 JEWEL STREET","JEWEL STREET","NORMAN AVE","MESEROLE AVE","BROOKLYN","40.72837617651468","-73.94743522399288"
"58082114","2023-07-03T13:14:00.000","2023-07-06T10:30:00.000","Catch Basin Clogged/Flooding (Use Comments) (SC)","56-16A 175 PLACE","175 PLACE","56 AVE","BOOTH MEMORIAL AVE","QUEENS","40.742451464386406","-73.79372366322067"
"58078415","2023-07-03T13:11:00.000","2023-07-11T13:30:00.000","Catch Basin Clogged/Flooding (Use Comments) (SC)",,,,,"QUEENS","40.75629911855345","-73.89892675437245"
"58085935","2023-07-03T12:50:00.000","2023-07-05T08:35:00.000","Catch Basin Clogged/Flooding (Use Comments) (SC)","23-20 23 AVENUE","23 AVENUE","23 ST","24 ST","QUEENS","40.77781918290391","-73.91779594021816"
"58082117","2023-07-03T12:32:00.000","2023-07-04T14:00:00.000","Catch Basin Clogged/Flooding (Use Comments) (SC)","5802 SNYDER AVENUE","SNYDER AVENUE","E 58 ST","E 59 ST","BROOKLYN","40.65058617727942","-73.92236734141257"
"58085860","2023-07-03T12:20:00.000","2023-07-09T08:55:00.000","Catch Basin Clogged/Flooding (Use Comments) (SC)","6 BANES COURT","BANES COURT","WHITE PLAINS RD","BOLTON AVE","BRONX","40.8083091896128","-73.85522534603902"
"58082281","2023-07-03T11:38:00.000","2023-07-05T11:00:00.000","Catch Basin Clogged/Flooding (Use Comments) (SC)","158-52 89 STREET","89 STREET","158 AVE","159 AVE","QUEENS","40.65943514824761","-73.84383818940493"
"58080856","2023-07-03T11:32:00.000","2023-07-04T10:50:00.000","Catch Basin Clogged/Flooding (Use Comments) (SC)","82-01 ROOSEVELT AVENUE","ROOSEVELT AVENUE","82 ST","83 ST","QUEENS","40.7476553611802","-73.8837999682628"
"58078420","2023-07-03T10:56:00.000","2023-07-03T12:00:00.000","Catch Basin Clogged/Flooding (Use Comments) (SC)","66-02 BOOTH STREET","BOOTH STREET","66 AVE","67 AVE","QUEENS","40.7262348822024","-73.85664836686482"
"58087118","2023-07-03T10:47:00.000","2023-07-03T12:10:00.000","Catch Basin Clogged/Flooding (Use Comments) (SC)","78-10 74 STREET","74 STREET","78 AVE","MYRTLE AVE","QUEENS","40.70396064987286","-73.87509028441974"
"58078418","2023-07-03T10:47:00.000","2023-07-04T09:55:00.000","Catch Basin Clogged/Flooding (Use Comments) (SC)","87-16 LIBERTY AVENUE","LIBERTY AVENUE","87 ST","88 ST","QUEENS","40.67984156199042","-73.85134725408668"
"58084900","2023-07-03T10:08:00.000","2023-07-03T10:55:00.000","Catch Basin Clogged/Flooding (Use Comments) (SC)","1662 62 STREET","62 STREET","16 AVE","17 AVE","BROOKLYN","40.622829343975994","-73.99167872801452"
"58084761","2023-07-03T10:08:00.000","2023-07-05T09:45:00.000","Catch Basin Clogged/Flooding (Use Comments) (SC)","43 PIERCE STREET","PIERCE STREET","RHINE AVE","TARGEE ST","STATEN ISLAND","40.61020579356826","-74.087738618344"
"58087119","2023-07-03T09:56:00.000","2023-07-06T11:20:00.000","Catch Basin Clogged/Flooding (Use Comments) (SC)","72-54 CALAMUS AVENUE","CALAMUS AVENUE","72 PL","74 ST","QUEENS","40.73453365228027","-73.89037556762669"
"58083632","2023-07-03T09:23:00.000","2023-07-03T10:50:00.000","Catch Basin Clogged/Flooding (Use Comments) (SC)",,,,,"MANHATTAN","40.72195165842647","-73.99626970034271"
"58083642","2023-07-03T02:29:00.000","2023-07-03T09:00:00.000","Catch Basin Clogged/Flooding (Use Comments) (SC)","77 4 AVENUE","4 AVENUE","BERGEN ST","ST MARKS PL","BROOKLYN","40.6819450161227","-73.97996437204992"
"58087120","2023-07-03T00:41:00.000","2023-07-03T11:05:00.000","Catch Basin Clogged/Flooding (Use Comments) (SC)","114-01 103 AVENUE","103 AVENUE","114 ST","115 ST","QUEENS","40.686815285410425","-73.82906262683001"
"58072117","2023-07-02T20:14:00.000","2023-07-03T08:30:00.000","Catch Basin Clogged/Flooding (Use Comments) (SC)",,,,,"BROOKLYN","40.61445708180884","-73.91538938793704"
"58072078","2023-07-02T20:05:00.000","2023-07-06T10:35:00.000","Catch Basin Clogged/Flooding (Use Comments) (SC)","41-50 78 STREET","78 STREET","BROADWAY","WOODSIDE AVE","QUEENS","40.74429919170938","-73.88722701464378"
"58074114","2023-07-02T19:59:00.000","2023-07-10T12:00:00.000","Catch Basin Clogged/Flooding (Use Comments) (SC)","37-06 77 STREET","77 STREET","BEND","37 RD","QUEENS","40.748906626043","-73.88902015725485"
"58071111","2023-07-02T19:59:00.000","2023-07-11T12:15:00.000","Catch Basin Clogged/Flooding (Use Comments) (SC)","50-06 88 STREET","88 STREET","50 AVE","DEAD END","QUEENS","40.73973407171849","-73.87596867342297"
"58076128","2023-07-02T19:32:00.000","2023-07-03T10:30:00.000","Catch Basin Clogged/Flooding (Use Comments) (SC)",,,,,"BROOKLYN","40.67839443105709","-74.0116811189583"
"58073071","2023-07-02T18:20:00.000","2023-07-03T08:20:00.000","Catch Basin Clogged/Flooding (Use Comments) (SC)","13-12 138 STREET","138 STREET","13 AVE","14 AVE","QUEENS","40.78725996121519","-73.83110868179293"
"58076129","2023-07-02T18:11:00.000","2023-07-02T19:10:00.000","Catch Basin Clogged/Flooding (Use Comments) (SC)","63-51 SAUNDERS STREET","SAUNDERS STREET","63 AVE","63 DR","QUEENS","40.72947354690314","-73.8632946472339"
"58072079","2023-07-02T18:11:00.000","2023-07-08T12:50:00.000","Catch Basin Clogged/Flooding (Use Comments) (SC)","167-24 NORTHERN BOULEVARD","NORTHERN BOULEVARD","167 ST","168 ST","QUEENS","40.75928359477148","-73.79911492099855"
