geoid,tract_id,empirical_estimate,at_least_one_positive_image_by_area,at_least_one_positive_image_by_area_CI_lower,at_least_one_positive_image_by_area_CI_upper,n_images_by_area
36005028600.0,36005028600.0,0.0,0.09986805058809846,0.0020239785322439226,0.5685363432588617,92
36005028700.0,36005028700.0,0.0,0.3662373851830791,0.014909492659332705,0.9855571910871352,73
36005028800.0,36005028800.0,0.0,0.023777020276801817,0.0005028604732419506,0.1463442793828317,35
36005029600.0,36005029600.0,0.002176278563656148,1.0,1.0,1.0,919
36005030000.0,36005030000.0,0.0,0.2609125011947028,0.0033803208795564143,0.9662380494133416,178
36005030100.0,36005030100.0,0.0,0.10226390185516401,0.0008383779788359802,0.6441507552411624,45
36005030201.0,36005030201.0,0.0,0.2527314584605765,0.005879787947977342,0.9354117513064298,327
36005030701.0,36005030701.0,0.0,0.10857946756620147,0.002140872270683744,0.5851877310085193,65
36005030900.0,36005030900.0,0.02702702702702703,0.5628214788036017,0.02246696269595395,0.9998494065690713,37
36005031200.0,36005031200.0,0.0,0.13193456524006464,0.0010516762692896892,0.7875885688244728,108
36005031400.0,36005031400.0,0.0,0.12657836398525496,0.0010888055508300465,0.728889655567082,142
36005031600.0,36005031600.0,0.0,0.04598862000268814,0.0006201612416752184,0.29475282889979904,73
36005031800.0,36005031800.0,0.0,0.04608271755177976,0.00048155918671848876,0.3180446751188828,59
36005031900.0,36005031900.0,0.0,0.3257560285023389,0.0029672158403323185,0.9959657452124088,37
36005032400.0,36005032400.0,0.0,0.12909614171593567,0.004722775306065732,0.6020247809302106,138
36005032600.0,36005032600.0,0.0,0.1757401258400269,0.004943981978894266,0.7926902844772286,253
36005032800.0,36005032800.0,0.0,0.14727476073961582,0.0042866188290734885,0.7227203965511908,196
36005033000.0,36005033000.0,0.0,0.17032286665726357,0.0061917001488418525,0.7342413668956872,262
36005033201.0,36005033201.0,0.0,0.17978999547563768,0.002259973366149973,0.8738369317489366,143
